Name,MexState,Source,Year,LonX,LatY,OBJECTID,it_ID,it_GZ_ID,Region,Type,YearStart,YearEnd,it_Etnia_principal,GZ_label,GZ_partido_generico,GZ_provincia_generica,GZ_categoria_especial,Country,NameFull,NameVariants,NameModernDiff,Evang,ImportanciaRank,Notes,PopTotal,1782,Tributarios_Indios,HypotheticalTributarios_NonIndios,HypotheticalTributarios_Total,Eclesiasticos,Pop_Blancos,Casados_Blancos,Solteros_Blancos,MenM_Blancos,Casadas_Blancos,Solteras_Blancos,MenF_Blancos,Viudos_Blancos,Viudas_Blancos,Fam_Blancos,Pop_Indios,Casados_Indios,Solteros_Indios,MenM_Indios,Casadas_Indios,Solteras_Indios,MenF_Indios,Viudos_Indios,Viudas_Indios,Fam_Indios,Pop_Indefinidos,Casados_Indefinidos,Solteros_Indefinidos,MenM_Indefinidos,Casadas_Indefinidos,Solteras_Indefinidos,MenF_Indefinidos,Viudos_Indefinidos,Viudas_Indefinidos,Fam_Indefinidos,Pop_Mestizos,Casados_Mestizos,Solteros_Mestizos,MenM_Mestizos,Casadas_Mestizos,Solteras_Mestizos,MenF_Mestizos,Viudos_Mestizos,Viudas_Mestizos,Fam_Mestizos,Pop_Castas,Casados_Castas,Solteros_Castas,MenM_Castas,Casadas_Castas,Solteras_Castas,MenF_Castas,Viudos_Castas,Viudas_Castas,Fam_Castas,Pop_Negros,Casados_Negros,Solteros_Negros,MenM_Negros,Casadas_Negros,Solteras_Negros,MenF_Negros,Viudos_Negros,Viudas_Negros,Fam_Negros,Pop_NMCI,Casados_NMCI,Solteros_NMCI,MenM_NMCI,Casadas_NMCI,Solteras_NMCI,MenF_NMCI,Viudos_NMCI,Viudas_NMCI,Fam_NMCI,Pop_NonIndios,Casados_NonIndios,Solteros_NonIndios,MenM_NonIndios,Casadas_NonIndios,Solteras_NonIndios,MenF_NonIndios,Viudos_NonIndios,Viudas_NonIndios,Fam_NonIndios,Pop_Total,Casados_Total,Solteros_Total,MenM_Total,Casadas_Total,Solteras_Total,MenF_Total,Viudos_Total,Viudas_Total,Fam_Total
Amealco,Queretaro,sanchez-santiro,1778,-100.143889,20.185556,388,415,1001393,Nueva Espana,Curato,1777,1779,,Amealco,Queretaro,Mexico,Pueblo de indios,Mexico,Concepcion Amealco,None,None,Concepcion,6,,5090,,1172.5,292,1464.5,2,550,52,114,103,52,99,103,12,13,51,4141,574,533,898,574,415,898,86,163,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,39,79,79,39,70,78,4,11,37,0,0,0,0,0,0,0,0,0,0,399,39,79,79,39,70,78,4,11,37,949,91,193,182,91,169,181,16,24,88,5090,665,726,1080,665,584,1079,102,187,668
Tolcayucan,Hidalgo,sanchez-santiro,1778,-98.921389,19.956389,389,416,1001391,Nueva Espana,Curato,1777,1779,,Tolcayuca,Pachuca,Mexico,Pueblo de indios,Mexico,San Juan Bautista Tolcayuca,None,None,San Juan Bautista,6,,1266,,415.5,129,544.5,1,148,43,15,11,43,13,10,4,8,45,942,300,91,56,300,95,55,9,36,375,0,0,0,0,0,0,0,0,0,0,43,16,1,1,16,6,2,1,0,8,133,31,13,21,31,12,20,3,2,32,0,0,0,0,0,0,0,0,0,0,176,47,14,22,47,18,22,4,2,40,324,90,29,33,90,31,32,8,10,85,1266,390,120,89,390,126,87,17,46,460
Tizayucan,Hidalgo,sanchez-santiro,1778,-98.979167,19.841667,390,417,1001390,Nueva Espana,Curato,1777,1779,,Tizayuca,Pachuca,Mexico,Pueblo de indios,Mexico,Transfiguracion Tizayuca,None,None,Transfiguracion,6,,4177,,954,127.5,1081.5,3,68,0,17,15,0,17,16,0,0,15,3684,500,319,887,501,343,888,59,187,803,0,0,0,0,0,0,0,0,0,0,359,0,73,88,0,75,88,10,25,120,66,9,8,14,8,8,15,1,3,9,0,0,0,0,0,0,0,0,0,0,425,9,81,102,8,83,103,11,28,129,493,9,98,117,8,100,119,11,28,144,4177,509,417,1004,509,443,1007,70,215,947
Tezontepec,Hidalgo,sanchez-santiro,1778,-98.820833,19.88,391,418,1001389,Nueva Espana,Curato,1777,1779,,Tezontepec,Pachuca,Mexico,Pueblo de indios,Mexico,San Pedro Tezontepec,None,None,San Pedro,6,,4162,,722.5,427,1149.5,4,314,49,0,70,49,46,71,9,16,53,2568,502,0,561,502,247,562,53,141,608,0,0,0,0,0,0,0,0,0,0,674,110,52,161,110,56,160,5,20,114,604,99,62,137,99,43,137,5,22,103,2,1,0,0,1,0,0,0,0,1,1280,210,114,298,210,99,297,10,42,218,1594,259,114,368,259,145,368,19,58,271,4162,761,114,929,761,392,930,72,199,879
Real del Monte,Hidalgo,sanchez-santiro,1778,-98.69264451,20.14811871,392,419,1001381,Nueva Espana,Curato,1777,1779,,Real del Monte,Pachuca,Mexico,Real de minas,Mexico,Real del Monte,Real del Monte|,None,None,5,,2813,,242.5,817.5,1060,3,1669,263,293,164,263,400,164,36,83,423,724,82,112,120,82,140,119,9,60,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,74,64,62,74,61,61,2,22,100,0,0,0,0,0,0,0,0,0,0,420,74,64,62,74,61,61,2,22,100,2089,337,357,226,337,461,225,38,105,523,2813,419,469,346,419,601,344,47,165,801
Real de Atotonilco,Hidalgo,sanchez-santiro,1778,-98.75140762,20.22354806,393,420,1001380,Nueva Espana,Curato,1777,1779,,Real del Chico,Pachuca,Mexico,Real de minas,Mexico,Real del Chico,Atotonilco chico|,None,None,5,,2477,,227.5,678,905.5,2,861,167,142,117,167,118,116,11,21,167,641,129,89,93,129,77,93,5,26,129,0,0,0,0,0,0,0,0,0,0,652,110,93,77,110,108,76,5,73,110,323,68,36,46,68,38,46,6,15,68,0,0,0,0,0,0,0,0,0,0,975,178,129,123,178,146,122,11,88,178,1836,345,271,240,345,264,238,22,109,345,2477,474,360,333,474,341,331,27,135,474
Ajapusco,Mexico,sanchez-santiro,1778,-98.7575,19.722778,394,421,1001375,Nueva Espana,Curato,1777,1779,,Axapusco,Otumba,Mexico,Pueblo de indios,Mexico,San Esteban Axapusco,None,None,San Esteban,6,,2730,,448.5,322,770.5,2,343,61,65,48,61,47,48,3,8,70,1784,360,56,443,360,64,444,19,38,424,0,0,0,0,0,0,0,0,0,0,326,69,42,51,69,26,51,4,14,81,277,32,52,51,32,54,51,0,5,38,0,0,0,0,0,0,0,0,0,0,603,101,94,102,101,80,102,4,19,119,946,162,159,150,162,127,150,7,27,189,2730,522,215,593,522,191,594,26,65,613
Iztapalapa,Ciudad de Mexico,sanchez-santiro,1778,-99.093056,19.358333,395,422,1001365,Nueva Espana,Curato,1777,1779,,Iztapalapa,Mexicaltzingo,Mexico,Pueblo de indios,Mexico,San Lucas Iztapalapa,None,None,San Lucas,6,,3636,,920.5,129.5,1050,1,156,26,24,26,25,24,25,1,4,27,3174,700,155,666,701,136,666,29,121,830,0,0,0,0,0,0,0,0,0,0,180,23,24,45,23,14,45,3,3,33,126,16,15,31,15,15,32,0,2,21,0,0,0,0,0,0,0,0,0,0,306,39,39,76,38,29,77,3,5,54,462,65,63,102,63,53,102,4,9,81,3636,765,218,768,764,189,768,33,130,911
Culhuacan,Ciudad de Mexico,sanchez-santiro,1778,-99.106944,19.337778,396,423,1001363,Nueva Espana,Curato,1777,1779,,Culhuacan,Mexicaltzingo,Mexico,Pueblo de indios,Mexico,San Juan Evangelista Culhuacan,None,None,San Juan Evangelista,6,,2037,,571,40,611,2,44,12,0,6,12,5,5,2,0,13,1935,411,87,396,411,122,397,22,89,546,0,0,0,0,0,0,0,0,0,0,58,14,10,5,14,6,4,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,14,10,5,14,6,4,1,4,18,102,26,10,11,26,11,9,3,4,31,2037,437,97,407,437,133,406,25,93,577
Churubusco,Ciudad de Mexico,sanchez-santiro,1778,-99.146111,19.354167,397,424,1001362,Nueva Espana,Curato,1777,1779,,Churubusco,Mexicaltzingo,Mexico,Pueblo de indios,Mexico,San Mateo Churubusco,None,None,San Mateo,6,,579,,165.5,27,192.5,29,45,1,2,1,1,8,1,1,1,4,472,109,46,71,109,45,70,7,15,137,0,0,0,0,0,0,0,0,0,0,32,7,5,4,7,4,5,0,0,7,30,2,4,6,3,4,6,0,5,9,0,0,0,0,0,0,0,0,0,0,62,9,9,10,10,8,11,0,5,16,107,10,11,11,11,16,12,1,6,20,579,119,57,82,120,61,82,8,21,157
Zacualtipan,Hidalgo,sanchez-santiro,1778,-98.655833,20.645833,398,425,1001356,Nueva Espana,Curato,1777,1779,,Zacualtipan,Metztitlan,Mexico,Pueblo de indios,Mexico,Santa Maria Zacualtipan,None,None,Santa Maria,6,,4447,,615.5,779,1394.5,2,439,100,12,100,100,12,100,7,6,100,1973,446,108,372,445,119,371,20,92,542,0,0,0,0,0,0,0,0,0,0,673,90,75,125,90,75,125,20,73,96,1362,178,265,232,178,226,232,20,31,314,0,0,0,0,0,0,0,0,0,0,2035,268,340,357,268,301,357,40,104,410,2474,368,352,457,368,313,457,47,110,510,4447,814,460,829,813,432,828,67,202,1052
Tlanchinol,Hidalgo,sanchez-santiro,1778,-98.660833,20.9875,399,426,1001336,Nueva Espana,Curato,1777,1779,,Tlanchinol,Metztitlan,Mexico,Pueblo de indios,Mexico,San Agustin Tlanchinol,None,None,San Agustin,6,,3405,,1163,70.5,1233.5,1,73,14,8,13,14,6,13,0,4,14,3193,855,208,433,855,178,434,54,176,855,0,0,0,0,0,0,0,0,0,0,94,19,7,17,20,4,16,5,6,20,45,11,5,5,10,3,6,2,3,11,0,0,0,0,0,0,0,0,0,0,139,30,12,22,30,7,22,7,9,31,212,44,20,35,44,13,35,7,13,45,3405,899,228,468,899,191,469,61,189,900
San Ana Tianguistengo,Hidalgo,sanchez-santiro,1778,-98.629722,20.727778,400,427,1001325,Nueva Espana,Curato,1777,1779,,Tianguistengo,Metztitlan,Mexico,Pueblo de indios,Mexico,Santa Ana Tianguistengo,None,None,Santa Ana,6,,2858,,517,319,836,1,438,81,32,92,81,30,92,8,21,95,1762,421,67,364,421,46,364,48,31,500,0,0,0,0,0,0,0,0,0,0,600,104,57,122,104,47,123,9,34,136,58,9,7,14,9,2,14,1,2,13,0,0,0,0,0,0,0,0,0,0,658,113,64,136,113,49,137,10,36,149,1096,194,96,228,194,79,229,18,57,244,2858,615,163,592,615,125,593,66,88,744
Tepehuacan,Hidalgo,sanchez-santiro,1778,-98.844167,21.013056,401,428,1001317,Nueva Espana,Curato,1777,1779,,Tepehuacan,Metztitlan,Mexico,Pueblo de indios,Mexico,Santiago Tepehuacan,None,None,Santiago,6,,2284,,661.5,9,670.5,1,24,6,3,3,6,3,2,0,0,7,2260,529,101,469,529,30,468,18,116,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,3,3,6,3,2,0,0,7,2284,535,104,472,535,33,470,18,116,536
Molango,Hidalgo,sanchez-santiro,1778,-98.729167,20.785556,402,429,1001291,Nueva Espana,Curato,1777,1779,,Molango,Metztitlan,Mexico,Pueblo de indios,Mexico,Nuestra Señora De Loreto Molango,None,None,Nuestra Señora De Loreto,5,,2691,,720.5,206,926.5,2,98,18,5,22,18,9,22,1,1,20,2124,462,322,341,463,152,341,13,30,509,0,0,0,0,0,0,0,0,0,0,176,49,4,18,49,5,17,0,34,70,293,75,14,37,75,21,37,9,25,102,0,0,0,0,0,0,0,0,0,0,469,124,18,55,124,26,54,9,59,172,567,142,23,77,142,35,76,10,60,192,2691,604,345,418,605,187,417,23,90,701
Lolotlam,Hidalgo,sanchez-santiro,1778,-98.716667,20.839444,403,430,1001281,Nueva Espana,Curato,1777,1779,,Lolotla,Metztitlan,Mexico,Pueblo de indios,Mexico,Santa Catalina Lolotla,Lolotan|,None,Santa Catalina,6,,1625,,358.5,61.5,420,1,5,0,1,0,0,2,0,1,0,1,1392,274,55,338,274,39,337,23,52,349,0,0,0,0,0,0,0,0,0,0,228,39,13,54,39,14,55,3,11,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,39,13,54,39,14,55,3,11,53,233,39,14,54,39,16,55,4,11,54,1625,313,69,392,313,55,392,27,63,403
Xacala,Hidalgo,sanchez-santiro,1778,-99.19,21.005,404,431,1001274,Nueva Espana,Curato,1777,1779,,Jacala,Metztitlan,Mexico,Pueblo de indios,Mexico,San Antonio Jacala,None,None,San Antonio,6,,1377,,130,260,390,1,771,127,73,170,127,78,170,7,18,148,445,93,31,93,93,22,92,4,17,107,0,0,0,0,0,0,0,0,0,0,161,29,10,35,29,16,36,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,29,10,35,29,16,36,0,6,33,932,156,83,205,156,94,206,7,24,181,1377,249,114,298,249,116,298,11,41,288
Sinacantepec,Mexico,sanchez-santiro,1778,-99.733333,19.283333,405,432,1001211,Nueva Espana,Curato,1777,1779,,Zinacantepec,Metepec,Mexico,Pueblo de indios,Mexico,San Miguel Zinacantepec,None,None,San Miguel,6,,6713,,1498.5,821,2319.5,0,540,95,84,73,95,96,74,9,14,128,4349,1130,286,676,1130,256,676,53,142,1132,0,0,0,0,0,0,0,0,0,0,1362,217,216,209,217,200,209,15,79,193,462,72,69,79,71,64,79,8,20,81,0,0,0,0,0,0,0,0,0,0,1824,289,285,288,288,264,288,23,99,274,2364,384,369,361,383,360,362,32,113,402,6713,1514,655,1037,1513,616,1038,85,255,1534
San Jose Malacatepec,Mexico,sanchez-santiro,1778,-100.1475,19.374722,406,433,1001181,Nueva Espana,Curato,1777,1779,,Malacatepec,Metepec,Mexico,Pueblo de indios,Mexico,San Jose Malacatepec (Villa De Allende),None,Villa de Allende,San Jose,6,,3397,,966.5,108.5,1075,1,231,40,27,43,40,33,44,1,2,40,3063,767,8,565,767,204,565,30,157,767,0,0,0,0,0,0,0,0,0,0,14,2,3,3,2,0,4,0,0,2,89,6,9,11,6,2,11,40,4,6,0,0,0,0,0,0,0,0,0,0,103,8,12,14,8,2,15,40,4,8,334,48,39,57,48,35,59,41,6,48,3397,815,47,622,815,239,624,71,163,815
Nuestra Señora de Malacatepec,Mexico,sanchez-santiro,1778,-100.142222,19.308333,407,434,1001180,Nueva Espana,Curato,1777,1779,,Malacatepec,Metepec,Mexico,Pueblo de indios,Mexico,Asuncion Malacatepec (Donato Guerra),None,Donato Guerra,Asuncion,6,,4699,,1300.5,186,1486.5,2,114,16,18,14,16,22,13,3,10,33,4160,1053,250,779,1053,141,780,23,81,1187,0,0,0,0,0,0,0,0,0,0,88,17,7,17,17,10,16,0,4,20,337,65,45,52,65,50,53,0,7,25,0,0,0,0,0,0,0,0,0,0,425,82,52,69,82,60,69,0,11,45,539,98,70,83,98,82,82,3,21,78,4699,1151,320,862,1151,223,862,26,102,1265
Amanalco,Mexico,sanchez-santiro,1778,-100.019722,19.251944,408,435,1001173,Nueva Espana,Curato,1777,1779,,Amanalco,Metepec,Mexico,Pueblo de indios,Mexico,San Jeronimo Amanalco,None,None,San Jeronimo,6,,3329,,1184,25,1209,1,46,8,7,7,8,4,8,1,2,10,3239,949,139,436,949,124,435,52,155,1052,0,0,0,0,0,0,0,0,0,0,42,4,5,11,4,6,12,0,0,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,4,5,11,5,6,12,1,0,4,90,12,12,18,13,10,20,2,2,14,3329,961,151,454,962,134,455,54,157,1066
Almoloya,Mexico,sanchez-santiro,1778,-99.757222,19.368889,409,436,1001171,Nueva Espana,Curato,1777,1779,,Almoloya,Metepec,Mexico,Pueblo de indios,Mexico,San Mateo Almoloya,None,None,San Mateo,6,,6705,,1498.5,814.5,2313,3,532,90,84,73,90,96,74,8,14,128,4349,1130,286,676,1130,256,676,53,142,1132,0,0,0,0,0,0,0,0,0,0,1362,217,216,209,217,200,209,15,79,193,462,71,69,79,72,64,79,8,20,81,0,0,0,0,0,0,0,0,0,0,1824,288,285,288,289,264,288,23,99,274,2356,378,369,361,379,360,362,31,113,402,6705,1508,655,1037,1509,616,1038,84,255,1534
Zumpahuacan,Mexico,sanchez-santiro,1778,-99.578611,18.836389,410,437,1001167,Nueva Espana,Curato,1777,1779,,Zumpahuacan,Malinalco,Mexico,Pueblo de indios,Mexico,Asuncion Zumpahuacan,None,None,Asuncion,6,,3202,,973,9.5,982.5,1,11,1,4,2,1,0,1,1,0,2,3166,594,244,610,594,310,610,30,174,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,2,7,5,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,25,5,2,7,5,0,6,0,0,6,36,6,6,9,6,0,7,1,0,8,3202,600,250,619,600,310,617,31,174,661
Tecualoya,Mexico,sanchez-santiro,1778,-99.64,18.96,411,438,1001163,Nueva Espana,Curato,1777,1779,,Tecualoya,Malinalco,Mexico,Pueblo de indios,Mexico,Santa Barbara Tecualoya (Villa Guerrero),None,Villa Guerrero,Santa Barbara,6,,3244,,521,422.5,943.5,2,464,98,44,75,97,48,74,6,20,102,1784,410,82,371,410,60,371,20,60,409,0,0,0,0,0,0,0,0,0,0,450,90,42,83,90,40,84,4,17,88,542,68,54,149,68,37,148,6,12,82,4,0,1,0,0,2,1,0,0,0,996,158,97,232,158,79,233,10,29,170,1460,256,141,307,255,127,307,16,49,272,3244,666,223,678,665,187,678,36,109,681
Ocuilam,Mexico,sanchez-santiro,1778,-99.416389,18.979444,412,439,1001155,Nueva Espana,Curato,1777,1779,,Ocuilan,Malinalco,Mexico,Pueblo de indios,Mexico,Santiago Ocuilan,None,None,Santiago,6,,3369,,925,48.5,973.5,1,59,11,17,3,11,10,2,0,4,13,3263,659,192,706,659,169,707,24,147,689,0,0,0,0,0,0,0,0,0,0,47,14,5,2,14,7,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,5,2,14,7,1,0,4,7,106,25,22,5,25,17,3,0,8,20,3369,684,214,711,684,186,710,24,155,709
Malinanco,Mexico,sanchez-santiro,1778,-99.494722,18.948333,413,440,1001154,Nueva Espana,Curato,1777,1779,,Malinalco,Malinalco,Mexico,Pueblo de indios,Mexico,San Salvador Malinalco,None,None,San Salvador,5,,5152,,1128,439,1567,0,580,98,72,96,98,86,97,4,29,134,3826,860,166,785,860,95,785,95,180,1071,0,0,0,0,0,0,0,0,0,0,300,53,34,45,53,40,46,8,21,69,256,32,24,62,32,26,62,7,11,42,190,28,41,20,28,40,20,5,8,28,746,113,99,127,113,106,128,20,40,139,1326,211,171,223,211,192,225,24,69,273,5152,1071,337,1008,1071,287,1010,119,249,1344
Temoaya,Mexico,sanchez-santiro,1778,-99.593333,19.468611,414,441,1001135,Nueva Espana,Curato,1777,1779,,Temoaya,Ixtlahuaca,Mexico,Pueblo de indios,Mexico,Santiago Temoaya,None,None,Santiago,6,,3779,,732.5,347,1079.5,1,665,107,100,135,107,57,135,8,15,113,2592,591,107,563,591,102,564,16,58,627,0,0,0,0,0,0,0,0,0,0,178,29,14,41,29,20,41,2,2,34,344,56,52,70,56,29,70,2,9,63,0,0,0,0,0,0,0,0,0,0,522,85,66,111,85,49,111,4,11,97,1187,192,166,246,192,106,246,12,26,210,3779,783,273,809,783,208,810,28,84,837
Temascalzingo,Mexico,sanchez-santiro,1778,-100.003611,19.914722,415,442,1001134,Nueva Espana,Curato,1777,1779,,Temascalcingo,Ixtlahuaca,Mexico,Pueblo de indios,Mexico,San Miguel Temascalcingo,None,None,San Miguel,6,,6510,,1472.5,558.5,2031,1,452,76,53,86,76,55,85,4,16,127,4434,1012,381,745,1012,323,744,36,181,1381,0,0,0,0,0,0,0,0,0,0,1165,198,67,289,198,79,290,12,32,263,459,70,40,104,70,49,104,7,15,106,0,0,0,0,0,0,0,0,0,0,1624,268,107,393,268,128,394,19,47,369,2076,344,160,479,344,183,479,23,63,496,6510,1356,541,1224,1356,506,1223,59,244,1877
San Felipe del Obraje,Mexico,sanchez-santiro,1778,-99.951111,19.7125,416,443,1001115,Nueva Espana,Curato,1777,1779,,San Felipe,Ixtlahuaca,Mexico,Pueblo de indios,Mexico,San Felipe del Obraje,None,San Felipe del Progreso,None,6,,15649,,3547,683,4230,3,769,127,80,162,127,73,162,13,22,165,13215,2574,631,3061,2574,759,3060,109,447,3130,0,0,0,0,0,0,0,0,0,0,868,150,69,181,150,110,181,7,20,178,797,113,63,190,113,91,189,8,30,150,0,0,0,0,0,0,0,0,0,0,1665,263,132,371,263,201,370,15,50,328,2434,390,212,533,390,274,532,28,72,493,15649,2964,843,3594,2964,1033,3592,137,519,3623
Xoxotitlan,Mexico,sanchez-santiro,1778,-99.786667,19.707222,417,444,1001100,Nueva Espana,Curato,1777,1779,,Jocotitlan,Ixtlahuaca,Mexico,Pueblo de indios,Mexico,San Lucas Jocotitlan,None,None,San Lucas,6,,5289,,1128.5,227,1355.5,3,436,71,28,102,71,41,103,7,10,99,4410,959,62,1076,959,106,1077,13,158,1130,0,0,0,0,0,0,0,0,0,0,227,49,5,57,49,5,56,2,4,49,216,42,8,52,42,15,52,0,5,42,0,0,0,0,0,0,0,0,0,0,443,91,13,109,91,20,108,2,9,91,879,162,41,211,162,61,211,9,19,190,5289,1121,103,1287,1121,167,1288,22,177,1320
Xiquipilco,Mexico,sanchez-santiro,1778,-99.607778,19.555556,418,445,1001099,Nueva Espana,Curato,1777,1779,,Jiquipilco,Ixtlahuaca,Mexico,Pueblo de indios,Mexico,San Juan Bautista Jiquipilco,None,None,San Juan Bautista,5,,4585,,946,240,1186,2,362,55,47,73,55,46,72,4,8,65,3768,784,138,938,784,112,938,20,54,858,0,0,0,0,0,0,0,0,0,0,247,45,25,46,45,26,47,7,6,58,208,40,10,49,40,15,48,1,5,56,0,0,0,0,0,0,0,0,0,0,455,85,35,95,85,41,95,8,11,114,817,140,82,168,140,87,167,12,19,179,4585,924,220,1106,924,199,1105,32,73,1037
Atlacomulco,Mexico,sanchez-santiro,1778,-99.874444,19.7975,419,446,1001087,Nueva Espana,Curato,1777,1779,,Atlacomulco,Ixtlahuaca,Mexico,Pueblo de indios,Mexico,Guadalupe Atlacomulco,None,None,Guadalupe,6,,6765,,2134.5,277.5,2412,2,609,105,80,106,105,82,105,9,15,170,5909,1361,600,820,1361,620,820,38,289,1728,0,0,0,0,0,0,0,0,0,0,69,16,8,11,16,7,11,0,0,18,178,31,20,33,31,23,33,2,5,35,0,0,0,0,0,0,0,0,0,0,247,47,28,44,47,30,44,2,5,53,856,152,108,150,152,112,149,11,20,223,6765,1513,708,970,1513,732,969,49,309,1951
Chilcoautla,Hidalgo,sanchez-santiro,1778,-99.230278,20.330278,420,447,1001075,Nueva Espana,Curato,1777,1779,,Chilcuautla,Ixmiquilpan,Mexico,Pueblo de indios,Mexico,Asuncion Chilcuautla,Chilcoautla|,None,Asuncion,6,,4858,,1155.5,307,1462.5,2,353,48,40,60,48,73,59,4,19,63,3894,759,250,791,759,260,792,85,198,812,0,0,0,0,0,0,0,0,0,0,460,72,66,85,73,57,84,8,15,75,151,26,11,29,26,23,30,2,4,30,0,0,0,0,0,0,0,0,0,0,611,98,77,114,99,80,114,10,19,105,964,146,117,174,147,153,173,14,38,168,4858,905,367,965,906,413,965,99,236,980
Cardonal,Hidalgo,sanchez-santiro,1778,-99.116667,20.6125,421,448,1001074,Nueva Espana,Curato,1777,1779,,Cardonal,Ixmiquilpan,Mexico,Real de minas,Mexico,Concepcion Cardonal,Real de Cardonal|,None,Concepcion,5,,6442,,1543,308,1851,2,449,58,64,80,58,82,81,4,20,193,5401,1020,348,1158,1020,405,1157,48,245,1462,0,0,0,0,0,0,0,0,0,0,277,44,28,58,44,28,59,3,13,46,315,55,18,73,55,28,72,5,9,53,0,0,0,0,0,0,0,0,0,0,592,99,46,131,99,56,131,8,22,99,1041,157,110,211,157,138,212,12,42,292,6442,1177,458,1369,1177,543,1369,60,287,1754
Tecozautla,Hidalgo,sanchez-santiro,1778,-99.633056,20.533333,422,449,1001057,Nueva Espana,Curato,1777,1779,,Tecozautla,Huichapan,Mexico,Pueblo de indios,Mexico,Santiago Tecozautla,None,None,Santiago,6,,8788,,2428.5,617.5,3046,1,943,166,115,154,166,130,154,27,30,164,6957,1266,971,1050,1266,1000,1050,200,154,820,0,0,0,0,0,0,0,0,0,0,569,111,71,78,111,100,77,11,10,111,319,55,34,66,55,40,66,1,2,51,0,0,0,0,0,0,0,0,0,0,888,166,105,144,166,140,143,12,12,162,1831,332,220,298,332,270,297,39,42,326,8788,1598,1191,1348,1598,1270,1347,239,196,1146
Tasquillo,Hidalgo,sanchez-santiro,1778,-99.312778,20.548056,423,450,1001054,Nueva Espana,Curato,1777,1779,,Tasquillo,Huichapan,Mexico,Pueblo de indios,Mexico,San Bernardino Tasquillo,None,None,San Bernardino,6,,3644,,1040.5,92,1132.5,1,54,10,4,11,10,6,11,1,0,11,3338,739,227,629,739,169,628,49,158,960,0,0,0,0,0,0,0,0,0,0,192,33,37,35,33,8,36,3,7,39,60,14,2,14,14,1,14,1,0,14,0,0,0,0,0,0,0,0,0,0,252,47,39,49,47,9,50,4,7,53,306,57,43,60,57,15,61,5,7,64,3644,796,270,689,796,184,689,54,165,1024
Xilotepec,Mexico,sanchez-santiro,1778,-99.534444,19.954167,424,451,1001022,Nueva Espana,Curato,1777,1779,,Jilotepec,Huichapan,Mexico,Pueblo de indios,Mexico,San Pedro y San Pablo Jilotepec,None,None,San Pedro y San Pablo,4,,13652,,3000,990.5,3990.5,6,2242,365,303,382,365,297,383,19,122,361,10450,2242,554,2225,2242,417,2225,162,383,2020,0,0,0,0,0,0,0,0,0,0,730,102,83,170,102,71,170,7,25,134,224,21,22,55,20,40,56,2,8,33,6,0,4,0,0,2,0,0,0,0,960,123,109,225,122,113,226,9,33,167,3202,488,412,607,487,410,609,28,155,528,13652,2730,966,2832,2729,827,2834,190,538,2548
Chapantongi,Hidalgo,sanchez-santiro,1778,-99.413333,20.284444,425,452,1001015,Nueva Espana,Curato,1777,1779,,Chapantongo,Huichapan,Mexico,Pueblo de indios,Mexico,Santiago Chapantongo,None,None,Santiago,6,,2682,,552,403,955,1,404,70,60,58,70,64,57,10,14,94,1520,352,142,208,352,160,208,48,50,442,0,0,0,0,0,0,0,0,0,0,665,127,90,107,127,83,106,10,15,152,93,12,12,13,12,19,14,6,5,23,0,0,0,0,0,0,0,0,0,0,758,139,102,120,139,102,120,16,20,175,1162,209,162,178,209,166,177,26,34,269,2682,561,304,386,561,326,385,74,84,711
Chiapa de Mota,Mexico,sanchez-santiro,1778,-99.526389,19.815278,426,453,1001014,Nueva Espana,Curato,1777,1779,,Chapa De Mota,Huichapan,Mexico,Pueblo de indios,Mexico,San Miguel Chapa De Mota,Chiapa de Mota|,None,San Miguel,6,,6962,,1436,444.5,1880.5,3,592,111,62,110,111,56,110,5,24,158,5377,1097,279,1253,1097,223,1252,52,124,1199,0,0,0,0,0,0,0,0,0,0,521,91,54,116,91,34,117,2,16,100,472,48,88,120,49,46,119,1,1,51,0,0,0,0,0,0,0,0,0,0,993,139,142,236,140,80,236,3,17,151,1585,250,204,346,251,136,346,8,41,309,6962,1347,483,1599,1348,359,1598,60,165,1508
